movie_id,director_id,producer_id,box_office_value,cast_id_0,cast_id_1,cast_id_2,cast_id_3,cast_id_4
Q3739978,Q1751525,,,Q312656,Q2414258,Q1273140,,
Q3738711,Q312472,Q104715564,237679.0,Q13455305,Q31091992,Q3929223,Q3741580,Q3853069
Q373806,Q53007,,,Q437189,Q55468,Q3870113,Q3658895,Q3939569
Q3740213,Q63346697,,,Q4961561,,,,
Q3740615,Q433903,,76199183.0,Q698211,Q691515,Q3942149,Q451206,Q455082
Q3739991,Q51476,Q51476,,Q503956,Q82360,Q435532,Q725507,Q3559408
Q3740003,Q6769002,,,Q165518,Q241112,Q169814,Q468424,Q313563
Q3741336,Q11864528,Q11864528,,,,,,
Q3742272,Q51133,,,Q2406954,Q4503406,Q5200661,Q271324,Q1809184
Q3738246,Q21554978,,,Q318685,Q108283,Q271440,Q1145528,Q4347432
Q3739484,Q2997753,,,Q4202922,Q4382246,Q603381,Q4217379,Q435540
Q3739901,Q457269,Q361208,,Q2704464,Q271146,Q684079,Q3783531,Q861962
Q3740043,Q704576,,,Q601351,Q515048,Q2745700,Q2639346,Q11924380
Q3740610,Q53052,Q1528774,,Q697188,Q1053244,Q437406,Q463732,Q3749890
Q3740066,Q51123,,,Q3666615,Q3498464,Q3113003,Q325971,Q367073
Q3738420,Q3195203,,,Q325781,Q3526153,Q1748413,Q601712,Q3435044
Q3742831,Q3761183,,,Q2291,Q696857,Q3751234,Q2029645,Q1474648
Q374172,Q882,Q882,,Q235313,Q313279,Q882,Q718451,Q32337
Q3743486,Q7313814,,,Q1441970,Q7295109,Q11042031,Q12369719,Q1957484
Q3740083,Q519345,,,Q1384373,Q282119,Q106036,Q555379,Q530176
Q374235,Q298905,Q298905,,Q1398256,Q106508,Q739521,Q106482,Q2847507
Q374373,Q3354008,,,Q382210,Q2651539,Q289924,Q530997,Q1045502
Q3744838,Q149507,Q1616048,,Q242656,Q911766,Q1279767,Q466063,Q1340277
Q3744655,Q55458,Q220,,Q2291,Q434574,Q554172,Q1039891,Q3749307
Q374389,,,,,,,,
Q3739158,Q470260,Q212026,,Q470260,Q3701661,Q6499086,Q40791,Q108941
Q374218,Q457250,Q712874,,Q95148,Q436638,Q59651,Q1393256,Q713672
Q374431,Q15500033,,96159800.0,,,,,
Q3744350,Q3770927,,,Q1819087,Q275338,Q3948290,Q3731936,Q696857
Q3745666,Q315325,Q315325,,Q1700141,Q315325,,,
Q374434,Q323243,Q126399,,Q95055,Q104027,Q433053,Q351838,Q3929808
Q3743977,Q55435,Q599667,,Q554857,Q136221,Q3832036,Q1243749,Q3745890
Q3744991,Q3568535,Q934444,,Q84232,Q2438254,Q290666,Q342537,Q1395104
Q3744708,Q7929559,Q983053,,Q983043,Q167829,Q368447,Q466080,Q292958
Q374251,Q51858269,,,Q136209,Q193105,Q238305,Q230199,Q202148
Q374526,Q52997,Q72579,,Q104049,Q229251,Q297816,Q462118,Q240233
Q374449,Q223992,Q223992,,Q703723,Q614402,Q189448,Q460503,Q439163
Q3744724,Q51123,Q51123,,Q3101795,Q2461823,Q1344716,Q2368238,Q3750930
Q3745795,Q53020,Q495396,,Q470123,Q276330,,,
Q374708,Q2960804,Q72792,,Q72869,Q72911,Q153501,Q713929,Q2865156
Q3746586,Q3218072,Q3035994,,Q133050,,,,
Q3745652,Q460299,,,Q209186,Q555379,Q60953,Q247435,Q4007796
Q3745704,Q53048,,,,,,,
Q3745588,Q3116573,Q3116573,,Q1040798,Q958262,Q3897832,Q862314,Q962579
Q374577,Q285928,Q189081,,Q1477751,Q232109,Q357363,Q541016,Q203219
Q3747105,Q2835202,Q72792,,Q104340,Q255577,Q3946526,,
Q3746400,,Q3343707,,Q7349286,Q3026244,Q4932828,Q3556847,
Q3742314,Q11881548,Q6771509,,Q11861914,Q7806869,Q5699288,Q16991237,
Q3747531,Q3218948,,,Q3317080,Q1975914,Q31221,,
Q3746401,Q3077064,,,Q722156,Q538222,Q713929,Q165375,Q542247
Q3745968,Q2835202,Q72792,,Q104340,Q255577,Q3946526,Q3161328,
Q3742607,Q387098,Q3960852,,Q554689,Q332632,Q53004,Q55450,Q55469
Q3746626,Q3939129,,,Q116314,Q106881,Q556039,Q763489,Q1522156
Q3746623,Q2837668,Q5734124,,Q117392,Q379811,Q464425,Q2549565,Q189080
Q3747534,Q72267,Q72267,,Q1753600,Q1126956,Q241019,Q3990239,Q3189043
Q3747877,Q51123,,,Q267718,Q738864,Q731452,Q3666615,Q325971
Q374724,,,,,,,,
Q374507,Q223117,Q223117,,Q343510,Q223117,Q296028,Q107249,Q104061
Q3747310,Q26208,,,Q380685,Q1044526,Q3796647,Q3707958,Q3676357
Q3747542,Q51123,,,Q1371051,Q1748192,Q523961,Q661678,Q1365729
Q3746399,Q3077064,Q2059335,,Q722156,Q713929,Q165375,Q464889,Q5325828
Q3747922,Q72267,Q72267,,Q255682,Q1384458,Q2052882,Q3990239,Q3189043
Q3747849,Q350962,Q361208,,Q508144,Q1803090,Q3288255,,
Q3751972,Q350970,,,Q723751,Q444297,,,
Q3748858,Q332632,Q296796,,Q106907,Q50003,Q332632,Q3902963,Q3870113
Q3753094,Q72792,Q72792,,Q104340,,,,
Q375073,Q1849400,Q1849400,,Q960676,Q272386,Q152309,Q448414,Q1849400
Q3748045,Q1352043,,,Q947766,Q508144,Q960510,Q357552,Q3712729
Q3749204,Q3429410,,,Q471328,Q434479,Q2653134,Q177876,Q1054917
Q375306,Q55410,Q1085570,,Q62327,Q67568,Q86572,Q87145,Q61260
Q3747923,Q113377803,,,Q435944,Q317563,Q1139209,Q673007,Q358990
Q3748368,Q1229601,,,Q461085,Q372234,Q1962550,Q1968433,Q4103145
Q375321,Q72792,Q72792,,Q358317,Q242785,Q318261,Q1126956,Q3181788
Q3748061,Q6244142,Q53834,,,,,,
Q3751976,Q7830703,,,,,,,
Q3752541,Q2880278,,,Q231928,Q707538,Q505934,Q238319,Q253440
Q375034,Q556343,,,Q344758,Q447426,Q313588,Q264004,Q2535955
Q3749192,Q55473,,,Q524850,Q518000,Q3827820,Q3606819,Q3837161
Q3750905,Q327493,,,Q348345,Q444990,Q136646,Q1550341,Q1277934
Q375186,Q43203,Q1631816,,Q43203,Q103939,Q317654,Q238993,Q320093
Q3752488,Q113814,,,Q72869,Q113814,,,
Q375248,Q23261,,,Q568062,Q1042876,Q3303046,Q684967,Q3548160
Q3752012,Q3760228,Q1033016,,Q1033016,Q208667,Q242739,Q40090,Q545172
Q3752435,Q55402,,,Q958714,Q3482160,Q11413031,Q3516102,Q11355110
Q3752913,Q69009661,,,Q463185,,,,
Q3752432,Q55435,Q1308545,,Q433565,Q435763,Q3893624,Q3832036,Q238665
Q3748898,Q946909,Q72792,,Q204042,Q329163,Q323647,Q739663,Q743598
Q3753759,,,,,,,,
Q3753288,,Q6290348,,Q310947,Q76717,Q165219,Q89552,Q615200
Q3752487,Q85204,Q70366,,Q77181,Q71472,Q96469,Q101717,
Q3753765,,Q65201,,Q102551,,,,
Q3751978,Q77399,Q41148,,Q204586,Q123476,Q57614,Q281964,Q257165
Q374974,Q104213638,,,Q4227,Q230011,Q60953,Q343633,Q925310
Q3752865,Q3218030,Q3218030,,Q3087143,,,,
Q3754760,Q5925513,,,Q311219,,,,
Q3752169,Q52997,Q52997,,Q230555,Q734043,Q312098,Q710538,Q113566
Q3753573,Q2835202,Q72792,,Q104340,Q452630,Q600710,Q5249926,Q1452243
Q375512,Q3901547,,,Q159577,Q169963,Q2405582,Q530957,Q230817
Q375156,Q508182,Q2331807,,Q184378,Q230023,Q105987,Q113328,Q666108
Q375725,Q697834,,,Q471328,Q3835694,Q3906708,Q2653134,Q1054917
Q3754055,Q5606504,,,Q253343,Q881183,Q5606504,Q316541,Q3190511
Q375594,Q56014,Q727256,,Q253298,Q182349,Q95002,Q15408068,Q20745672
Q375454,Q982878,,,Q1682865,Q1525403,Q1348564,Q3735656,Q1406829
Q375578,Q141673,Q507728,,Q71275,Q105719,Q105941,Q105960,Q726919
Q3754212,Q3675866,Q28936986,,Q59185,Q318938,Q189078,Q718382,Q1366768
Q3757953,Q382599,Q470260,,Q138005,Q165219,Q470260,Q273662,Q3832418
Q3753817,Q61859,,,Q444125,Q366678,Q386105,Q268110,
Q3758579,Q318292,Q318292,,Q39982,Q108622,Q266820,Q304727,Q722395
Q375417,Q3237289,Q3371757,,Q40531,Q2059559,Q744357,Q5336640,Q5043500
Q3754263,Q3229161,Q6078404,,Q1124735,Q448208,Q78763,Q232245,Q242785
Q375775,Q711914,Q4722445,,Q36970,Q725412,Q40228,Q363518,Q16455
Q3758609,Q44131,Q44131,,Q189307,Q961860,Q44131,,
Q3759719,Q605422,Q605422,,Q1354341,,,,
Q3758616,Q723738,Q1384661,,Q315202,Q434413,Q1065688,Q3086858,
Q3760601,Q21592537,,,Q130311,,,,
Q3758274,Q359331,Q38111,,Q532169,Q234564,Q224081,Q1268936,Q4293
Q3759720,Q470818,,,Q471580,,,,
Q3760177,Q6395718,Q357776,,Q236247,Q550778,Q202859,Q258255,Q210447
Q3760163,Q506183,,,Q1680220,Q224021,Q445018,Q355125,Q577621
Q3754656,Q3960949,,,Q3749307,Q370138,Q752652,Q3766274,Q758136
Q3760168,Q3857950,Q389128,,Q162621,Q268110,Q934722,Q2409726,Q912097
Q376291,Q3013828,Q36849747,,Q363703,Q1333264,Q951825,Q3818317,Q3446594
Q3759586,,,,,,,,
Q3758593,Q775999,Q72792,,Q72869,,,,
Q375855,Q38222,Q56094,,Q40067,Q103646,Q181799,Q266820,Q452475
Q376117,Q55402,,,Q958714,,,,
Q3761487,Q7509236,Q7407730,,Q465615,Q233937,Q969844,Q3738074,Q765177
Q376294,Q55458,,,Q106627,Q463732,Q945007,Q982072,Q3956237
Q3760834,Q3992510,,,Q357402,,,,
Q3760066,Q544738,,,Q776052,Q232429,Q365044,Q3634649,Q3787238
Q3763675,Q769200,Q769200,,Q23888,Q23884,Q458261,Q1604757,Q1859510
Q3763673,Q530451,,,Q23888,Q23884,Q427388,Q373500,Q675295
Q376274,Q697591,,,Q56009,Q460648,Q450738,Q370138,Q3827966
Q3763678,Q530451,Q6236039,,Q23888,Q23884,Q3109650,Q3076295,Q318261
Q3763681,Q327493,,,Q23888,Q23884,Q1209649,Q3617943,Q1768
Q3763680,Q3105255,Q5516681,,Q3105255,Q658742,Q3553690,Q2874899,Q3817049
Q376144,Q724590,Q3342247,,Q172678,Q449679,Q432398,Q372256,Q292693
Q3763677,Q530451,,,Q23888,Q23884,Q6765247,Q263256,Q711731
Q3764992,Q16734931,,,Q3136554,Q330970,Q2723672,Q6437529,Q278006
Q3764531,Q5618508,Q15699733,,Q2087610,Q292943,Q6383306,Q1322453,Q7285383
Q3765015,Q3521531,,,Q3498996,Q3519936,Q2050320,Q3635516,Q6167419
Q3764146,Q55221,Q6986040,,Q1752678,Q1101883,Q73168,Q3288255,Q456757
Q3765965,Q2896237,Q134382,,Q944719,Q455494,Q182462,Q1064346,Q329577
Q3764967,Q1335540,Q1335540,,Q41233,Q55469,Q106627,,
Q3764560,Q3199741,,,Q2087610,Q32342,Q1322453,Q5269869,Q7296609
Q3764194,Q7645646,Q16738912,,Q3498996,Q151798,Q7459917,Q278006,
Q3764588,Q3115713,Q4902221,,Q233748,Q159166,Q3494501,Q263819,Q7295046
Q3765055,Q16221080,Q7273465,,Q3765047,Q151798,Q4699893,Q6933443,Q7273911
Q3766318,Q940451,Q4451537,1937.04,Q458045,Q106743,Q268587,Q1492650,Q6188678
Q3764544,Q7261235,Q21005523,,Q642827,Q2086574,Q13627042,Q4724516,
Q3766291,Q78666,Q993211,,Q61260,Q63816,Q60525,Q113716,Q533248
Q3768523,Q1408075,,,Q285339,Q526911,Q434574,Q3847970,Q698211
Q3764725,Q5618508,,,Q2087610,Q2748513,Q360927,Q1322453,Q7695632
Q3765024,Q7261235,,,Q3765047,Q863745,Q1322453,Q4724516,Q3595438
Q3765954,Q82275,Q7151268,,Q102711,Q235020,Q312081,Q401626,Q236708
Q3766013,Q7586467,,,Q2087610,Q3520314,Q6433821,Q3765029,Q7920143
Q376807,Q350405,Q59477,,Q218503,Q164119,Q170606,Q316709,Q138005
Q3765038,Q44131,,,,,,,
Q376663,Q23829999,Q2593,,Q296822,Q470746,Q310217,Q124357,Q472504
Q3765957,Q716069,,,Q697237,Q7038621,Q716114,Q716069,Q693778
Q376543,Q1354247,Q1354247,,Q6680848,,,,
Q3764571,Q7906291,,,Q3136554,Q2748319,Q6433821,Q3595189,Q4724516
Q3764507,Q3421009,Q5321608,,Q3764195,,,,
Q376721,Q309950,Q6782813,,Q922612,Q6785697,Q6455065,Q3551301,Q5968767
Q376723,Q4679314,Q6276528,,Q178348,Q266888,Q176277,Q241510,Q679987
Q3766322,Q704576,Q2457791,9306362.0,Q608974,Q82887,Q1750494,Q463944,Q1038920
Q3764015,Q450601,Q3177454,,Q5248405,Q1345794,Q287793,Q275769,
Q377165,Q721429,Q721429,,Q590183,,,,
Q3765021,Q4901341,Q5276640,,Q642827,Q7492340,Q7228693,Q1322453,
Q3771813,Q72792,Q72792,,Q104340,Q255577,Q474943,,
Q376531,Q642465,,,Q158745,Q2017182,Q1373345,Q3045307,Q3527549
Q3764866,Q55405,Q55405,,Q377789,Q467977,Q3182985,Q3111264,
Q377039,Q105978710,,,Q1258012,Q3661958,Q1176726,Q187884,Q3476337
Q376922,Q1742430,,,,,,,
Q3772222,Q2478153,,,Q3266555,Q3619408,Q3541979,Q461477,Q3948290
Q3772095,Q529380,Q6794796,,Q78880,Q55413,Q114558,Q293276,Q975052
Q3771748,Q959677,Q134382,,Q3229507,Q948929,Q357363,Q7879205,Q2004176
Q3772028,Q3101686,,,Q16472,Q454088,Q976176,Q259461,Q451524
Q3768600,Q1616017,,,Q468639,Q432953,,,
Q3772209,Q55458,,,Q3680399,Q3707818,Q3940656,Q3839500,Q3751234
Q377025,Q113139176,Q7346590,,Q471163,Q242802,Q3808043,Q459380,Q712647
Q3771878,Q1077862,,,,,,,
Q3772068,Q4015545,Q13460038,,Q3737852,Q555379,Q3667510,Q3849334,
Q377274,Q1387339,,,Q337260,Q106529,Q432234,Q461111,Q1146107
Q3772039,Q920161,,,Q1109046,Q348351,Q555379,Q437806,Q77456
Q3769016,Q55444,Q296796,,Q55456,Q183096,Q185197,Q1045877,Q3779357
Q3772035,Q365012,Q3734691,,Q2291,Q555490,Q556116,Q3993091,Q4015332
Q3768529,Q53006,Q299419,,Q636733,Q458668,Q537869,Q3870113,Q1337989
Q3772839,Q3105833,Q72792,,Q104340,Q255577,Q3946526,Q1752895,Q3161328
Q3771787,,,,,,,,
Q3772152,Q966270,,,Q674890,Q106957,Q106743,Q77567,Q1348564
Q3772161,Q2429535,Q2865952,,Q60953,Q1379571,Q522024,Q6780278,Q2536140
Q377043,Q610764,Q219124,,Q104514,Q234212,Q456043,Q353640,
Q3772845,Q773066,,,Q261133,Q684079,Q911472,,
Q3772909,Q51123,,,Q295593,Q104183,Q1237612,Q746201,Q1344801
Q3772124,Q55438,,,Q493340,Q563255,Q493631,Q522832,Q3086444
Q3772910,Q6144668,Q134382,,Q234615,Q4733548,,,
Q3772135,Q2939296,Q21451864,,Q609865,Q87951,Q451828,Q1393791,Q5699354
Q3772215,Q1343394,Q296796,,Q296276,Q192131,Q318041,Q963445,Q1385054
Q3772447,Q3857950,Q95024,,Q463042,Q350472,Q455116,Q973228,Q151284
Q3773105,Q3435067,Q72792,,Q204042,Q1040783,Q722764,Q390047,
Q3772170,Q7324849,Q6262339,,Q106775,Q102551,Q558801,Q182431,Q609860
Q3773371,Q315325,Q315325,,Q4705716,Q3976229,Q1396372,,
Q3772999,Q1751094,,,Q2000924,Q1973047,Q3157301,Q241019,Q503956
Q3773355,Q1356510,Q192165,,Q192165,,,,
Q3773106,Q3992447,Q113814,,Q72911,Q113814,Q4704882,Q5415189,
Q377428,Q51495,Q51495,,Q16390,Q181819,Q351838,Q236394,Q344758
Q3772773,Q556343,Q5337338,,Q270664,Q5234793,Q23012397,Q449580,Q6820021
Q3772172,Q1361039,Q1361039,,Q6962725,Q418424,Q24829,Q1443638,Q259986
Q3773348,Q18669657,Q2333177,,Q3637959,Q72911,,,
Q3773265,Q975235,Q3194224,,Q1138347,Q1154179,Q26372,Q234094,
Q3773393,Q55444,Q712878,,Q107006,Q522799,Q315217,Q1701816,Q373417
Q377422,Q722362,Q981229,,Q2737,Q1366088,Q922779,Q3345935,Q3015016
Q3776886,Q1255303,,,Q311716,Q970863,Q291915,Q555379,Q554787
Q3776130,Q162340,,,Q295974,,,,
Q3777220,Q106271521,,,,,,,
Q3777227,Q3218030,Q3218030,,Q286738,,,,
Q377473,Q7173109,,,Q1681327,,,,
Q3776716,Q98273370,Q318292,,Q1426693,Q273492,Q7609974,Q4212,
Q377700,Q218845,Q361623,,Q1031985,Q5076125,Q104049,Q630728,Q3951975
Q377767,Q667128,,,Q434145,,,,
Q3774333,Q1423428,,,Q2272014,,,,
Q3779026,Q697591,,,Q554301,Q200507,Q3609269,Q555379,Q2143609
Q377635,Q4723756,,,Q224026,,,,
Q377957,,,,Q785011,Q7273974,Q1470413,Q3418119,Q6323063
Q3777174,Q3430649,,,Q294372,,,,
Q3778705,Q1372455,,,Q219546,Q347879,Q185079,Q468915,Q228789
Q377776,Q62503,Q1362717,,Q71275,Q49034,Q367053,Q200514,Q418424
Q3778282,Q1007516,,,Q3723215,Q3972304,Q980037,Q3680240,Q3616822
Q3775053,Q85019,Q215578,,Q234897,Q60876,Q76943,Q102936,Q79076
Q3776011,Q11427423,,,Q1054887,Q1045635,,,
Q3776129,Q1375666,,,Q1677170,Q3837645,Q861962,,
Q377939,Q942796,Q584397,,Q193070,Q255070,Q170587,Q357001,Q230184
Q3775514,Q942822,Q942822,,Q1365430,Q241019,Q369190,,
Q3777189,Q5515586,,,Q469579,Q315761,Q1889124,,
Q37785,Q2397223,Q190373,,,,,,
Q3778691,Q40645,Q101636,,Q65359,Q64240,Q647830,Q79005,Q69236
Q3776151,Q72792,Q72792,,Q104340,Q255577,Q474943,,
Q3778054,Q366956,Q94041,,Q94041,Q365550,Q3555082,Q1530639,Q927542
Q377924,Q55458,Q51539790,,Q2291,Q555828,Q553750,Q434574,Q868532
Q3777253,Q56014,,,Q5200813,Q5478594,Q182057,Q3045703,Q3938213
Q3779718,Q2036181,,,Q537190,Q117392,Q211831,Q647237,Q1701025
Q3778086,Q148669,,,Q237805,Q233854,Q6312295,Q447612,Q461968
Q3776675,Q3990699,Q361208,,Q2629972,Q3624275,Q8022861,,
Q3782437,Q11685199,Q942822,,Q447217,Q1421691,Q1384458,Q275104,Q391314
Q3778622,Q318292,Q318292,,Q7325191,Q1209753,Q2927011,Q3317234,Q453516
Q3782738,Q25266711,,,Q253343,Q371495,Q435475,Q4509,
Q3778301,Q55458,,,Q55468,Q554971,Q3694290,Q468090,Q519119
Q378032,Q327493,Q7693660,,Q348345,Q41034,Q264596,Q1072969,Q433403
Q3780363,Q2641366,Q3763209,,Q2963233,Q202281,Q3906410,Q69628,Q4527285
Q3782877,Q3666583,,,Q3666583,Q5298409,Q112156736,,
Q378092,Q445608,,,Q16766,Q319001,Q1140128,Q1074429,Q1041593
Q378066,Q523144,Q712827,,Q106418,Q551439,Q437254,Q440234,Q289524
Q378296,Q4791587,Q6416634,,Q233619,Q48622,Q252290,,
Q378013,Q36970,Q1194523,,Q234778,Q5084693,Q36970,Q15311261,Q1154784
Q3783004,Q16216728,,,,,,,
Q3783012,Q3758734,,,Q3837650,,,,
Q3782369,Q7407251,Q1159206,,Q373385,,,,
Q3782305,Q323118,,,Q437189,Q697563,Q524863,Q469201,Q446526
Q378268,Q1929469,Q2073385,,Q1583980,Q680173,Q1879059,Q2128119,Q1736025
Q3783905,Q2835202,Q72792,,Q104340,Q255577,Q3946526,Q1752895,Q3161328
Q378282,Q712314,Q7555555,,Q72869,Q72911,Q153332,Q3453469,Q5361206
Q378314,Q158250,Q7405157,,Q562596,Q220396,,,
Q3783849,Q72792,Q72792,,Q104340,Q255577,Q3946526,Q1124634,Q1752895
Q3780162,Q185421,,,Q1202557,Q1329116,Q1068023,Q1134063,Q4412009
Q3783909,Q3105833,Q72792,,Q104340,Q255577,Q3161328,,
Q3783093,Q522814,,,Q365044,Q3680253,Q15264131,,
Q378311,Q254732,Q3161959,443100000.0,Q139638,Q362332,Q4960,Q956021,Q232511
Q3783922,Q51123,,,Q3101795,Q2477748,Q2710971,Q2461823,Q1237612
Q3782457,Q153527,Q942822,,Q153244,Q288547,Q292865,,
Q3783356,Q2326442,,,Q136209,Q191084,Q344973,Q7688099,Q312077
Q3783971,Q444371,Q3336296,,Q471281,Q435532,Q359463,Q661678,Q962037
Q3783279,Q1668336,Q1493931,,Q310413,Q265391,Q1344801,Q231704,Q355125
Q3783864,Q64678,Q72579,,Q235918,Q370280,Q358379,Q1755508,Q434901
Q3782878,Q3128798,Q1052322,,Q364556,Q1277973,Q18527744,Q112156753,Q112156755
Q3783851,Q2333177,Q2333177,,Q3177400,Q3637959,Q72911,Q7299010,
Q3784668,Q456675,Q3830265,,Q55469,Q232937,Q4024625,Q795628,Q4011253
Q3785051,Q141673,,,Q229232,Q778816,Q151568,,
Q3784349,Q745414,Q4019938,,Q40531,Q152779,Q442728,Q3302338,Q224540
Q3785045,Q719038,Q719038,,Q446715,Q5563216,Q5335838,Q389506,
Q3784271,Q745414,Q4019938,,Q40531,Q370280,Q1617371,Q1333056,Q3805603
Q3783843,Q959677,Q104127,,Q104127,Q3839914,,,
Q3784136,Q3783488,Q3783491,,Q455494,Q472506,,,
Q3785040,Q1375666,Q361208,,Q461370,Q2482786,Q3611682,,
Q3783832,Q2372663,Q204476,,Q1572179,,,,
Q3784599,Q636680,Q942822,,Q636680,Q11837680,Q2000924,Q452553,Q359251
Q3783930,Q2709694,Q134382,,Q234615,Q3678983,Q705354,,
Q3784688,Q5640920,Q18377810,,Q351479,Q298368,Q115134,Q259434,Q2830641
Q3785822,Q72792,Q72792,,Q104340,Q255577,Q3946526,Q3082565,Q1124634
Q3786037,Q983092,Q159846,,Q94081,Q166420,Q52997,Q6523085,Q945605
Q3786538,Q565510,,,Q2448741,Q3752623,Q236718,,
Q3785829,Q732366,,,Q95019,Q1753383,Q3568318,Q3273781,
Q3785056,Q1373209,,,Q2440503,Q312656,Q3561346,,
Q3785085,Q565510,,,Q3752623,Q2448741,,,
Q3785080,Q565510,,,Q3752623,Q2448741,,,
Q3785534,Q4648525,,,Q317358,Q712670,Q380904,Q298799,
Q3786967,Q4681612,,,Q957670,Q2038538,,,
Q3786038,Q1485091,,,Q697383,Q1044025,Q271885,Q55456,Q3659612
Q3786703,Q72792,Q72792,,Q72869,Q1752895,Q3161328,,
Q378615,Q1405200,Q1405200,,,,,,
Q3785075,Q1373209,,,Q2440503,Q312656,,,
Q3785431,Q2835202,Q72792,,Q104340,Q255577,Q3946526,Q474943,
Q3785175,Q3086848,Q72792,,Q104340,Q255577,Q3946526,Q474943,Q2748114
Q3787005,Q4647101,Q4647101,,Q1189370,Q1264331,Q242653,,
Q3786997,Q7407579,,,Q26806,Q229244,Q720754,Q29328,Q360663
Q3786219,Q317574,Q317574,,Q1399937,Q317574,Q3086894,Q354603,Q2738162
Q3785824,Q3809247,,,Q104127,Q1257500,Q78508,,
Q3785797,Q51123,,,Q3048762,Q2710971,Q2477748,Q317574,Q267718
Q3786218,Q78874,Q78874,,Q63051,Q88206,Q72287,Q86880,Q78874
Q3785052,Q2709694,,,Q234615,Q3500809,,,
Q3786048,Q55458,,,Q332335,Q4009799,Q3840465,Q553750,Q4013931
Q3785510,Q22115177,Q259913,,Q873,Q182763,Q259913,,
Q3785802,Q15117274,,,Q1368590,Q2012872,,,
Q3785913,Q3105833,Q72792,,Q104340,Q255577,Q3946526,,
Q3785798,Q2055574,,,Q2903755,Q72911,Q445333,Q1383202,Q2903704
Q3787192,Q44131,Q44131,,,,,,
Q3785833,Q51123,,,Q2477748,Q3021715,Q459580,Q3719238,Q2710971
Q3786385,Q3127895,,,Q209186,Q448271,,,
Q3785495,Q345217,Q972849,,Q308897,Q695190,Q1306352,Q3617600,Q946210
Q3787295,Q316165,,,,,,,
Q3786341,Q319723,Q762558,,,,,,
Q3787974,Q462440,Q1621558,,Q2052520,Q230159,Q3341349,,
Q3787206,Q113443058,,,Q130447,Q258793,Q1319913,Q400,Q440910
Q3787308,Q2975586,,,Q1333056,Q1608068,,,
Q3787549,Q612110,,,Q2895417,Q104340,,,
Q3787638,Q113814,,,Q72869,Q113814,Q2615071,Q3751747,
Q3787202,Q207960,Q207960,,,,,,
Q3786034,Q505141,Q1351511,,Q128944,Q19155,Q2830551,Q273944,Q240193
Q378736,Q274411,Q981229,,Q180338,Q336694,Q1897145,Q822232,Q531242
Q378748,Q6834973,,,Q65932,,,,
Q3787390,Q3856291,,,Q551487,Q192762,Q254431,Q211144,Q165219
Q3788447,Q16019723,Q41148,,Q334195,Q152767,Q233826,Q503545,Q330762
Q378773,Q3276795,Q113516,,Q705738,Q324224,Q3180083,Q6376813,
Q3788623,Q134062,Q2719798,,,,,,
Q3790020,Q2662683,Q5701791,,Q558368,Q511424,Q960873,,
Q378754,Q2525440,Q53011,,Q487427,Q737369,Q232052,Q370632,Q3634614
Q3787193,Q51123,,,Q267718,Q2461823,Q2368238,Q738864,
Q378921,Q32923,,,Q146929,Q47059,Q4769639,Q1290010,Q12641631
Q378969,Q381944,,,Q310873,Q1344765,Q459777,Q400614,Q469550
Q3787732,Q96631176,Q72792,,Q72869,Q1752895,Q3161328,Q921379,
Q378838,Q53001,Q87426,,,,,,
Q378891,Q269692,Q36949,,Q36949,Q230378,Q223117,Q244234,Q707500
Q3787982,Q16200303,Q3827140,,Q525065,Q371574,,,
Q3790026,Q527306,Q270097,,Q312902,Q229560,Q443995,Q323236,Q1818918
Q3790043,Q114239670,,,,,,,
Q3790311,Q3035931,Q506715,,Q348345,Q263696,Q266473,Q932647,Q2069005
Q3787612,Q17146246,Q5520832,,Q48619,Q263819,,,
Q3790598,Q1355379,Q385055,,Q725637,Q290666,Q1393843,Q355153,Q1355379
Q379041,Q216748,Q509701,,Q145132,Q573709,Q2601188,Q314914,Q3046377
Q3787700,Q95186674,Q3806666,,Q242763,Q318231,Q2597,Q236996,Q223854
Q3790660,Q603216,,,Q1563802,Q367172,Q698211,Q311716,Q13232584
Q378913,Q315441,Q736466,30471420.0,,,,,
Q379055,Q320115,Q320115,,Q184411,Q3111131,Q320115,Q1647814,Q2301314
Q3787633,Q2054936,Q72579,,Q444271,Q5321717,Q995160,Q77104118,
Q3790549,Q3436806,,,Q2893597,Q1528327,Q2884676,Q3905276,Q3610590
Q3790663,Q691515,,,Q456952,Q555828,Q3893624,Q752610,Q1041135
Q3790668,Q53048,,,Q107006,Q710654,Q266416,Q455082,Q1007345
Q3790048,Q3048778,Q3048778,,Q322179,Q152947,Q3096499,Q3442516,Q3099019
Q3790591,Q55442,Q786850,,Q233837,Q956193,Q432638,Q1441093,Q903514
Q3790546,Q3809528,,,Q3900912,Q4241280,Q3703291,Q242623,Q1379961
Q3790448,Q3771984,Q3827140,,Q152165,Q544618,Q220698,Q3827140,
Q3790582,Q55458,,,Q977975,Q55468,Q553750,Q4013931,Q3754277
Q3790674,Q5496503,,,Q103784,Q329784,Q550928,,
Q3790784,Q1040240,,,Q1044694,Q3079374,Q436632,Q3831554,Q752652
Q3790917,Q5216354,,,Q40064,Q181799,Q242555,Q357001,Q236708
Q3790756,Q55458,Q220,,Q2291,Q553750,Q434574,Q1978019,Q3749307
Q3790868,Q1007270,,,Q201617,Q1374312,Q193273,Q3759145,Q3757229
