movie_id,director_id,producer_id,box_office_value,cast_id_0,cast_id_1,cast_id_2,cast_id_3,cast_id_4
Q1048722,Q11072244,Q2279877,8654110.0,,,,,
Q1048346,Q436704,,,Q308459,Q181413,Q172653,Q318263,Q236718
Q1048739,Q1140880,,7232965.0,,,,,
Q1048360,Q514527,Q6832300,,Q313043,Q472407,Q636653,Q177993,Q431564
Q1046998,Q5246264,,,,,,,
Q10470081,Q692841,Q692841,,Q5619122,Q609931,Q3045381,Q692841,
Q1048319,Q2528937,,,Q1347933,Q633278,Q983466,Q1154206,Q738476
Q1046790,Q53026,Q299419,,Q55469,Q539115,Q1553484,Q1343372,Q599249
Q1048742,Q720771,,10522843.0,,,,,
Q10465267,Q19668779,Q5334717,,Q710121,Q370155,Q388156,Q2482035,Q357310
Q1048726,Q11429133,,,Q1321777,Q3140773,Q272305,Q1202136,Q1154469
Q104841157,Q652149,,,,,,,
Q1048778,Q1091205,,,,,,,
Q1042931,Q51575,Q6233627,,Q123351,Q190523,Q979990,Q3217843,Q6337248
Q104904038,Q17091099,Q545394,,Q336788,,,,
Q1048870,Q6883346,,,Q2735707,Q3857508,Q1371733,Q1142547,
Q1048202,Q17232832,,,Q1390754,Q3134239,Q232471,Q3661896,Q530220
Q1048958,Q1151111,Q1252563,300135367.0,Q280098,Q49017,Q523153,Q270774,Q562596
Q1049095,Q75079,Q75079,,Q39983,Q2787296,Q228692,Q728496,Q726129
Q104814,Q42574,Q269895,131060248.0,Q1368027,Q430922,Q110374,Q263964,Q964998
Q1046295,Q315087,Q34389,,Q161819,Q313433,Q236755,Q187832,Q201976
Q1049417,Q1346651,Q2622253,,Q452288,Q453213,Q1558748,Q3723187,Q1374312
Q1049545,Q3024518,Q313341,,Q343633,Q235622,Q264004,Q601035,Q1334710
Q104854820,Q535404,,,,,,,
Q104905,Q328723,Q9011755,534767889.0,Q449521,,,,
Q1049480,Q385058,Q731692,,Q44063,Q23466,Q208026,Q57391,Q262502
Q1049749,,Q2468051,,Q178517,Q192936,,,
Q1049558,Q2482702,Q2780257,,Q232384,Q1989503,Q16145244,Q2255366,Q2241668
Q1049139,Q193648,Q1252563,,Q59215,Q35332,Q138327,Q310217,Q707538
Q104772053,Q11445591,,,,,,,
Q1049097,Q3785771,,,,,,,
Q1049604,Q53002,Q53002,,Q106418,Q106508,Q1685772,Q444522,Q235429
Q1048170,Q3476760,Q6846685,,Q1364909,Q242732,Q359416,Q122020,Q258503
Q1048645,Q358714,Q358714,,Q261583,Q634684,Q236755,Q45362,Q442274
Q1048846,Q1387617,Q105167,193921372.0,Q483118,Q48337,Q299483,Q447669,Q309160
Q1050541,Q734916,Q366563,,Q41351,Q102711,Q350714,Q345212,Q219640
Q1049906,Q1532896,Q1532896,,Q181678,Q211462,Q381799,Q286570,Q867315
Q1050609,,,,,,,,
Q1049916,Q264276,Q190631,,Q211144,Q40791,Q228645,Q237579,Q108510
Q10507549,,,,Q294918,,,,
Q10512738,Q5825340,Q5958537,,Q383821,Q2498137,Q5713200,Q1776879,Q5535803
Q10514598,Q2064707,,,Q367129,Q2251599,Q1375849,Q3530760,Q1357250
Q1050658,Q354133,,,Q188100,Q2779246,Q316647,Q217573,Q313545
Q1050533,Q51537,Q1618718,,Q108283,Q495813,Q999332,Q718078,Q193146
Q1050548,Q357316,,,Q461399,Q952060,Q221481,Q956193,Q535841
Q1050729,Q926946,Q926946,,Q289718,Q3029194,Q869768,Q11666331,Q9183262
Q1050558,Q543563,Q1473065,,Q648897,Q95048,Q4942360,Q7704911,Q15856666
Q105031,Q75079,Q311263,476684675.0,Q103578,Q20178,Q379811,Q462327,Q233365
Q1051496,Q318712,Q1808004,,Q280098,Q318249,Q310944,Q951634,Q377072
Q1050105,Q509900,Q3753672,,Q537931,Q129629,Q134895,Q2790121,Q268726
Q1051862,Q1038375,Q370417,15965924.0,Q2632,Q200768,Q232951,Q233993,Q953908
Q1051032,Q976248,Q656655,,Q298388,Q200228,Q727786,Q1040798,Q323990
Q1051469,Q1702735,Q3017903,60000000.0,Q192643,Q93187,Q223117,Q362559,Q445638
Q1050528,Q383768,Q6766988,226904017.0,Q295498,Q334195,Q722001,Q229416,Q235707
Q1051315,Q6504110,Q193648,200700000.0,Q106706,Q232047,Q2833184,Q165524,Q170572
Q1051184,Q8353750,Q3089490,,Q714444,Q144033,Q254180,,
Q10510909,Q165828,,,Q949696,Q470190,Q7822297,Q7145398,Q604485
Q1051755,Q673304,Q673304,,,,,,
Q1051702,Q11855619,,,Q1147104,Q6394410,Q1262695,Q837676,Q526468
Q1052641,Q722418,,,Q432638,Q24829,Q1701816,Q472847,Q512205
Q105159829,Q1435905,,,,,,,
Q1052260,Q315087,Q1295611,,Q1033016,Q163249,Q150916,Q201418,Q193676
Q1050093,Q944198,Q5262979,,Q234618,Q232292,Q4735415,Q456358,Q349857
Q10517366,Q1161579,Q1161579,,Q1339383,Q435048,Q1731306,Q5920898,Q4971140
Q1050838,Q55422,Q847366,,Q232902,Q160432,Q223091,Q372256,Q551558
Q1051525,Q1748118,Q7324329,,Q211415,Q4790350,Q271145,Q93530,Q371932
Q1052328,Q1522568,,,Q735221,Q156769,Q183471,Q299918,Q698211
Q10520348,Q113581766,,,Q470591,Q1174345,Q6174767,Q335807,
Q1052344,Q25100,Q3604388,,Q25100,Q542061,Q3932495,Q4013506,Q988237
Q1053222,Q25100,Q13460038,,Q25100,Q3840465,Q3771912,Q3737852,Q698000
Q1050815,Q107404,Q11813657,,Q52440,Q303957,Q156796,Q230405,Q349649
Q1050720,Q223455,Q20630526,,Q229669,Q601032,Q218210,Q231249,Q223455
Q1052832,,,,Q167572,Q432921,Q325800,Q271137,
Q1053770,Q614697,Q11478754,,Q1343721,Q1073991,Q873921,Q1154241,Q873529
Q1052389,Q133730,,,Q77035,Q6085788,Q4955475,Q4578673,Q2636510
Q1050065,Q471000,Q3392272,,Q1200505,Q15429679,Q3163137,Q3259999,Q471000
Q10538125,,,,,,,,
Q1051023,Q56008,Q56008,81491068.0,,,,,
Q10514649,,,,Q708445,,,,
Q10523903,Q2064707,Q21070058,,Q367129,Q438048,Q3058884,Q7143236,Q3101763
Q1052682,Q558109,Q3050493,,Q269310,Q107813437,Q234679,Q555241,Q3972700
Q10532943,Q51138148,,,Q355209,Q232757,Q350255,Q351849,Q918616
Q10539935,Q22945383,Q22945383,,,,,,
Q1052531,Q2593083,,,,,,,
Q1053810,Q53015,Q2713078,,Q107006,Q336841,Q3702424,Q1041513,Q2474015
Q1054036,Q458696,Q124474,22000000.0,Q335455,Q612164,Q2456161,Q466574,Q2933223
Q1052486,Q456675,Q1473871,,Q524544,Q3610437,Q461598,Q3622913,Q3960961
Q1053293,Q740758,Q11576389,,Q940531,Q288114,Q253900,Q1073861,Q6991592
Q10537994,Q5603443,Q215363,,,,,,
Q1054521,Q11384302,,,Q1041015,Q457825,Q1138318,Q561820,Q605869
Q1052975,Q3701686,,,Q930148,Q2595437,Q772729,Q435171,Q330014
Q10542151,Q5707215,Q5541500,,Q925877,Q5588378,Q371066,Q2904476,Q509482
Q10536745,Q374792,Q5653884,,Q236656,Q518995,Q3139319,Q608755,Q5609194
Q10540690,,,,Q312801,,,,
Q1052826,Q25089,Q3831197,,Q202056,Q55294,Q307882,Q38111,Q101797
Q1054710,Q1323347,,,Q965438,,,,
Q1054656,Q1325171,,,Q542510,Q1137049,Q3098359,Q11433687,Q3545818
Q105387,Q60100,Q119849,817400891.0,Q40096,Q106706,Q117500,Q220396,Q267001
Q105359558,,,,,,,,
Q1054061,,,,,,,,
Q1054708,Q53026,Q3933059,,Q50003,Q524863,Q3802263,Q3723144,Q1041211
Q1054876,Q672460,Q672460,,Q311716,Q987238,Q903993,Q1035218,Q1105360
Q1054393,Q960141,,,Q319001,Q8048168,Q707329,Q699415,Q454881
Q1054369,Q256958,Q256958,,Q667260,Q470244,Q707400,,
Q1052767,Q103949,Q1707966,,Q1137411,Q103949,Q1292174,,
Q10550344,Q5619045,,,Q5801314,Q5571222,Q4933859,Q5952923,
Q10545976,Q3077730,Q3077730,,Q1779434,Q1098725,Q12310471,Q12330109,Q6423777
Q1055108,Q11429133,,,Q2735707,Q3857508,Q1371733,Q1142547,Q3847074
Q1055136,Q1073993,Q11655604,,Q1036275,Q1190085,Q975146,Q4504011,Q3027458
Q1055103,Q694877,,,Q2737,Q1951075,Q738944,Q2897674,Q2958498
Q1055069,Q179463,Q3572673,,Q1055095,Q3853976,Q3705413,Q3550856,Q11234476
Q1055299,Q452794,Q1138605,178710620.0,Q4491,Q235141,Q738952,Q315763,Q313918
Q10551504,Q6239846,Q5825299,,Q1683523,Q4352359,Q266190,Q5708359,Q1769734
Q1055223,Q978075,Q1528112,,Q56011,Q106907,Q536113,Q3697532,Q697888
Q1055337,Q53026,Q3960852,,Q56011,Q2291,Q296287,Q2484213,Q3720100
Q1055139,Q55375,Q924396,,Q230681,Q965584,Q663553,Q561124,Q32439
Q1056388,Q55168,Q55168,,Q12880567,Q4959608,Q7914772,Q12886231,Q16330355
Q1055695,Q4707232,Q960141,,Q707329,Q531617,Q277193,Q4717006,Q470244
Q1056257,Q745414,Q18402355,,Q286339,Q1159055,Q1686466,Q2557512,Q1277934
Q1055185,Q53037,Q712878,,Q53035,Q166562,Q106458,Q556116,Q123476
Q1055796,Q457559,,,Q211283,Q349391,Q355969,Q561234,Q1378684
Q1055774,Q616943,Q11423228,,Q1073991,Q1060054,Q940531,Q1142250,Q1139714
Q105624,Q349339,Q349339,214034224.0,Q65105,Q273208,Q183178,Q34975,Q294586
Q105598,Q270639,Q539718,140767956.0,Q2680,Q435124,Q234997,Q470153,Q495487
Q1056376,Q53050,Q3368979,,Q443747,Q130853,Q950894,Q3875821,Q2454657
Q1055788,Q3429410,Q586472,,Q471328,Q3835694,Q3906708,Q1054917,Q1109046
Q10551817,Q6239846,Q5825299,1611384.0,Q2498137,Q4938714,,,
Q10561880,Q855128,,,Q405619,Q805511,Q4917373,Q17285340,
Q1055986,Q973528,,,Q56011,Q55469,Q463732,Q3887022,Q3107942
Q1056233,Q955301,,,Q4712188,Q199666,Q955301,Q609641,Q10326513
Q1056328,Q707321,Q3187917,,Q123351,Q83484,Q106942,Q232113,Q499644
Q1056402,Q355723,Q47012021,,Q463944,Q112205,Q356762,Q466722,Q3893559
Q10559776,Q1173200,Q1173200,,,,,,
Q1056538,Q55453,,,Q554301,Q1375447,Q4003436,Q2737,Q239868
Q1056260,Q926034,,,Q1342961,Q1155169,Q1054613,Q873901,Q329873
Q1055332,Q56094,Q2675693,,Q464522,Q193070,Q73346,Q49004,Q296505
Q1056317,Q1348309,Q347473,,Q242387,Q19155,Q959404,Q209662,Q1375447
Q1056467,Q51499,Q4420093,,Q148669,Q93467,Q95068,Q656507,Q431651
Q1056225,Q1117163,Q446427,,Q981418,Q336865,Q433945,Q1181231,Q573399
Q10555606,Q106270406,,,,,,,
Q1055906,Q3568548,Q6162526,,Q935167,Q73007,Q310429,Q312521,Q552475
Q1055962,Q56008,Q12810144,11400000.0,Q235478,Q379811,Q638177,Q1406202,Q1651660
Q1056393,Q166044,Q715095,,Q3742865,Q3619687,Q4014932,Q504638,Q3731218
Q1056270,Q457250,Q377920,,Q309989,Q166420,Q522803,Q280666,Q920018
Q1056704,Q55433,Q318309,,Q1668864,Q451649,Q708350,Q455082,Q945605
Q1056612,Q982878,Q3840110,,Q312719,Q1677271,Q461039,Q333475,Q376261
Q1056748,Q53010,Q3904317,,Q49027,Q515592,Q288713,Q3362634,Q2975100
Q1056710,Q61859,Q61859,,Q236987,Q355153,Q911472,Q445333,Q6312433
Q1056515,Q374455,Q1973704,,Q40531,Q466063,Q527735,Q230415,Q726398
Q1056859,Q179463,,,Q875644,Q1055095,Q3853976,Q3705413,Q873908
Q1056568,Q670923,,1918117.0,Q284876,Q236696,Q266270,Q443343,Q110628
Q1056792,Q769200,Q782154,,Q40531,Q267814,Q913975,Q1945758,Q346280
Q1056781,Q269357,Q3310868,,Q950894,Q72854,Q380133,Q381927,Q233876
Q1056389,Q1972350,Q285564,,Q60539,Q56009,Q312098,Q343299,Q364083
Q1056797,Q518366,Q1362106,,Q103894,Q276328,Q71206,Q453977,Q2830615
Q1055785,Q4209036,,,Q449924,Q253873,Q983466,Q1078189,Q1134043
Q1056853,Q55431,Q55431,2738980.0,Q234778,Q319001,Q9137924,Q706223,Q701585
Q1056892,Q719427,Q104109,,Q104109,Q2980420,Q434227,Q1294814,Q3184724
Q1056698,Q380852,Q6830300,,Q45772,Q171736,Q1175762,Q1613127,Q368913
Q1056849,Q549626,,,Q874556,Q277562,Q505550,Q1031452,Q999849
Q1057360,Q381831,Q1616048,,Q1279767,Q128944,Q950857,Q93632,Q2092070
Q1056888,Q43264,Q259593,,Q6526651,Q230563,Q966253,Q17508,Q291450
Q1057015,Q1388393,Q484779,376100000.0,Q190794,Q1320006,Q434291,Q1319770,Q1060344
Q1056727,Q1888272,Q1616048,,Q723415,Q1112554,Q981418,Q1982288,Q193278
Q1056946,Q55397,Q5769989,,Q180602,Q449621,Q3095179,Q3811234,Q3547309
Q1056936,Q269796,,,Q234900,Q1371212,Q723415,Q718735,Q953336
Q1056903,Q55384,,,Q60801,Q269881,Q599249,Q153153,Q455943
Q1056921,Q5724080,Q716282,207000000.0,Q3827889,Q241928,Q260177,Q5642973,Q451394
Q1057433,Q5231164,Q6060,,Q19794,Q228692,Q2680,Q320052,Q6060
Q1057045,Q28497,Q1971768,73200000.0,Q981897,Q187226,Q400679,Q1027475,Q144643
Q1056925,Q1707160,Q540576,,Q49034,Q1390451,Q1680220,Q355781,Q179960
Q1056912,Q53040,Q962765,,Q270766,Q130853,Q1134051,Q3905074,Q3932635
Q1057313,Q270560,Q270560,,Q51488,Q229258,Q133050,Q55452,Q317654
Q1057098,Q53006,Q299419,,Q53006,Q549929,Q239802,Q752652,Q555880
Q1057279,Q470185,,,Q324868,Q983360,Q7647731,,
Q1057558,Q50713,Q50713,,Q451030,Q63051,Q2847465,Q561255,Q3157722
Q1057524,Q5365602,,,Q1193336,Q2547121,Q724246,Q698533,Q710715
Q1056740,Q380685,,,Q269310,Q270146,Q555241,Q959138,Q433565
Q1056923,Q84855,,,Q166420,Q181774,Q3420538,Q418424,Q3269588
Q105702,Q2001,Q2001,9440000.0,Q177984,Q182450,Q323166,Q946859,Q1277039
Q1057537,Q918762,Q918762,,Q2005629,Q233850,Q710538,Q554044,Q7344031
Q1057374,Q290962,Q179200,,Q182462,Q145132,Q102462,Q447612,Q457220
Q1057548,Q269975,Q97511,,Q299331,Q95076,Q268587,Q219640,Q1604757
Q1057432,Q51535,Q315734,,Q320036,Q104000,Q105987,Q59314,Q104183
Q1057421,Q78719,Q361208,,Q618616,Q31221,Q105960,Q1167568,Q3086873
Q1057528,Q51472,Q3953024,,Q19155,Q230555,Q918677,Q267803,Q1607291
Q1057264,Q1370073,Q3294231,,Q166272,Q190794,Q534006,Q201994,Q238432
Q1057634,Q51577,Q732397,,Q769205,Q229545,Q1334740,Q1649357,Q1344213
Q1057592,Q41871,,,Q1111542,Q172261,Q229137,Q349668,
Q1057788,Q1729166,Q790756,,Q468412,Q741577,Q11239843,Q5126892,Q6860499
Q1058181,Q7395752,,,Q9543,Q270691,Q3595242,Q560163,
Q1057770,Q3568507,Q97511,,Q950857,Q2099959,Q519086,Q3500809,Q325695
Q1057743,Q957475,Q957475,,Q312656,Q253384,Q722861,Q2898617,Q2676008
Q1057768,Q504722,Q299419,,Q151973,Q55469,Q1701816,Q903514,Q156769
Q1057720,Q6426234,Q11473853,,Q7649788,Q3543464,Q1036269,Q3234535,Q1139721
Q1057612,Q1292174,Q1707966,,Q103949,Q1137411,Q1557810,Q1058664,Q153239
Q1057580,Q5365602,,,Q698533,Q706192,Q2547121,Q262468,Q445608
Q1058095,Q51127,,,Q1344855,Q3042592,Q1785267,Q4977732,Q7178824
Q1057738,Q974982,,,Q234900,Q725395,Q3713537,Q3835745,Q171450
Q105801,Q60100,Q119849,196567262.0,Q103157,Q235146,Q267217,Q296928,Q360550
Q1058071,Q103788,Q126399,,Q318734,Q24051,Q1293126,Q201034,Q204013
Q1057798,Q467785,Q51519,,Q193146,Q94992,Q4679979,Q7169976,Q16977571
Q1058015,Q185421,Q1365966,,Q3147664,Q683311,Q975146,Q266376,Q1154179
Q1057584,Q1635281,Q548332,,Q472282,Q572974,Q310947,Q188792,Q329767
Q1057852,Q7439380,,,Q7441160,Q7107082,Q10920525,Q9023595,
Q1057732,Q269731,Q269731,,Q237030,Q562641,Q391663,Q1508673,Q1562547
Q1058146,Q312472,Q312472,,Q3617714,Q3853069,Q3874409,Q3796304,Q312472
Q1058046,Q3182358,Q472520,,Q205314,Q436638,Q271877,Q202144,Q692800
Q1057774,Q179463,,,Q873908,Q1039583,Q910120,Q1130801,Q11562180
Q1057622,Q28941,,,Q270390,Q1126956,Q1101883,Q980144,Q2065508
Q1058426,Q957475,Q1707966,,Q1562547,Q722861,Q434466,Q434901,Q716000
Q1057794,Q18753236,Q18753236,,Q41548,Q236010,Q236832,Q57614,Q313392
Q1058193,Q2347152,Q3939264,,Q9535,Q560163,Q469945,Q786469,Q3520429
Q1058019,Q53037,,,Q3765371,Q596888,Q3737701,Q3745895,Q378674
Q1058087,Q556567,,,Q2291,Q554689,Q465417,Q3982526,Q4015214
Q1057816,Q166044,,,Q3742865,Q1564607,Q3847183,Q166044,
Q1057697,Q697834,Q712878,,Q55452,Q365044,Q240564,Q299695,Q3903384
Q1058244,Q979085,,,Q970863,Q315258,Q1276918,Q213574,Q3525113
Q1057756,Q31225,Q73136,,Q448430,Q317817,Q2557512,Q3037999,Q726526
Q1058203,Q337276,,,Q337276,Q3588470,Q1911453,Q116145,Q3301396
Q1058578,Q12337032,,,Q12306456,Q4979175,Q262942,Q12333583,Q12303147
Q1057777,Q238616,Q2602510,,,,,,
Q1058702,Q263324,Q555910,,,,,,
Q10581740,Q6239846,Q5825299,3749000.0,Q4938714,Q5946302,Q5965962,Q6222590,
Q1058952,Q503821,Q503821,,Q968586,Q1922184,Q443030,Q1566430,Q3194071
Q1058723,Q573730,Q521135,,Q314805,Q175142,Q206856,Q165357,Q325700
Q1058469,Q285084,Q6883235,,Q418649,,,,
Q1058489,Q11616890,Q1971768,,Q1197220,Q2271234,Q1187991,Q4244195,Q237774
Q1058682,Q500611,Q16243934,,Q51023,Q3195784,Q500422,Q125849,Q2975132
Q1058555,Q446960,Q16935134,,Q188018,Q133050,Q55796,Q2261425,Q257317
Q1058218,Q453683,,,Q292227,Q1451173,Q277980,Q3014208,Q526024
Q1058231,Q1358863,Q61074,,Q238036,Q327130,Q242548,Q235639,Q449877
Q1058226,Q374678,Q3034759,,Q603089,Q3350714,Q1077542,Q3763395,Q3929147
Q1059378,Q725970,,,Q464578,Q310867,Q9543,Q5284702,Q7296611
Q10585624,,,,,,,,
Q1058539,Q590853,Q7336726,,Q233619,Q188671,Q9570,Q80309,Q834338
Q1059303,Q3018342,,,Q201418,Q229975,Q350424,Q207852,Q295148
Q1059084,Q27068030,,,Q491775,Q125106,Q362332,Q483771,Q106706
Q1058763,Q702536,,,Q8937036,Q709800,Q700405,Q1200110,Q380579
Q1058517,Q53026,Q525499,,Q55450,Q56009,Q526911,Q509601,Q55469
Q1059450,Q1745266,Q16990271,,Q5400386,Q11868919,Q11858739,Q16298668,
Q1059786,Q3416194,,,Q487125,Q2369235,Q4080114,,
Q1058904,Q11355248,Q11648363,,Q1138339,Q1041739,Q1154201,Q873908,Q11660867
Q1058981,Q3161017,,,Q173158,Q309690,Q349391,Q944296,Q205868
Q1059633,Q17214832,,,,,,,
Q1059146,Q908962,Q11536322,,Q1136362,Q873277,Q1154232,Q2365265,
Q1059683,Q72229,Q2815381,,Q104146,Q436638,Q315728,Q309589,Q1600882
Q1059435,Q50182,Q50182,,Q508739,Q259663,Q3491658,Q3574528,Q256395
Q10591708,Q1398697,,,Q555498,,,,
Q1058934,Q269505,Q5728970,,Q189895,Q296630,Q95076,Q427388,Q345781
Q1059488,Q86685,Q982710,,Q336865,Q418424,Q318261,Q312878,Q34529
Q1059028,Q1249881,,,Q1321265,Q5548291,Q3127265,Q7331683,Q2923015
Q1059522,Q248414,Q275402,,Q900426,Q2633899,Q6862171,Q5542054,Q3876884
Q1059536,Q467785,Q1448930,3500000.0,Q64260,Q269599,Q314812,Q3260124,Q3399288
Q1059164,Q357183,Q6788320,,Q374038,Q350424,Q237594,Q707538,Q213574
Q1059703,Q1405474,Q7176152,,Q108935,Q1907278,Q314290,Q329613,Q237239
Q1059914,Q137489,Q332969,1460000.0,Q608022,Q238327,Q202725,Q71206,Q298818
Q1059540,Q10392130,Q22809904,,Q13501258,,,,
Q1059527,Q361670,Q361670,,Q1559525,Q963593,Q235467,Q365633,Q154421
Q1059886,Q3850049,Q728310,,Q299317,Q672357,Q296883,Q229234,Q944198
Q1059199,Q56014,Q507728,,Q56016,Q71275,Q253298,Q427388,Q1177111
Q1058512,Q527306,Q7804537,38122105.0,Q2685,Q271145,Q266270,Q927916,Q311161
Q1059532,Q703492,Q928022,,Q170587,Q234610,Q292381,Q272019,Q276468
Q1060517,Q27909737,Q2059013,,Q232786,Q311779,Q460563,,
Q1060430,Q919750,Q1711756,,Q356309,Q649237,Q212879,Q230126,Q706165
Q1060299,Q2829028,Q6782765,,Q181604,Q2651052,Q11242421,,
Q1061771,Q53018,Q299419,,Q55469,Q437406,Q55468,Q112205,Q555703
Q1060293,Q2875168,Q158745,,Q9535,Q485557,Q1612623,Q983571,Q1628810
Q1060124,Q705405,Q3107382,,Q1488230,Q326335,Q449915,Q271854,Q1370767
Q1060505,Q960868,Q652228,,Q37001,Q290963,Q3189986,Q922612,Q1085473
Q1060241,Q630981,Q630981,,Q303,Q232059,Q345781,Q1395104,Q2405893
Q1060164,Q4832692,,,Q1992008,Q485557,Q18357741,Q3191765,Q3489680
Q1060500,Q185421,,,Q185421,Q7678106,Q11259198,Q1049366,Q273214
Q1060298,Q55413,Q3154602,,Q95002,Q119935,Q242482,Q744381,Q318312
Q1060540,Q3417996,,,Q9535,Q2017182,Q469945,Q281249,Q983571
Q1060484,Q83197175,Q44467,,Q44467,Q254947,Q235511,Q344567,Q359488
Q1062054,Q55443,Q6290348,,Q243430,Q102551,Q928456,Q240250,Q178307
Q105993,Q318712,Q539718,240031094.0,Q2680,Q234997,Q152542,Q705523,Q435271
Q1060150,Q374455,Q1711756,,Q212048,Q3162026,Q809105,Q950397,Q474943
Q1062065,Q76396,Q966656,,Q466063,Q911766,Q16472,Q3062892,Q2033544
Q1061079,Q7374,Q1701000,,Q2603039,Q446128,Q3170978,Q2044361,Q107579
Q1061749,Q2332619,Q3439747,,Q233748,Q159178,Q379604,Q3595440,Q1071583
Q1061778,,,,Q9543,Q270691,Q3626525,Q3489680,
Q106182,Q220751,Q469795,296300000.0,Q16296,Q170510,Q1033016,Q485901,Q355163
Q1061539,Q18558,Q7807241,,,,,,
Q1061552,Q353758,Q707869,,Q55419,Q236135,Q94167,Q518972,Q193653
Q10608982,Q20609799,,,Q1072225,,,,
Q1060259,Q7426950,,,Q471542,Q36881,Q3899724,Q4770058,Q3630194
Q1062846,Q3807360,Q593316,,Q484523,Q44903,Q71130,Q2553986,Q598978
Q1060149,Q556235,,,Q684967,Q5359450,Q1144841,Q1203330,Q683311
Q1062044,Q523144,Q259593,,Q106418,Q106508,Q2185587,Q462256,Q1265121
Q1060292,Q86885,Q5147185,,Q148669,Q350680,Q430625,Q3347469,
Q1061735,Q30876,Q30876,,Q270691,Q258820,Q2038656,Q465859,Q3632832
Q1060820,Q7633806,Q3595725,,Q184885,Q335238,Q17414756,Q2003835,Q4777840
Q1061832,Q53044,,,Q317110,Q55469,Q106927,Q697888,Q556116
Q1061109,Q1647147,Q8704,,Q356309,Q95055,Q5248405,Q2441024,Q730088
Q1062362,Q551772,Q259593,,Q382393,Q233742,Q283317,Q1551551,Q2411736
Q1061541,Q382389,Q3367324,,Q981690,Q1974920,Q2824177,Q3135198,Q3422822
Q1063525,Q73136,Q73136,,Q162389,Q104049,Q215721,Q468661,Q330840
Q1062903,Q1702808,Q1702808,,,,,,
Q1065568,Q1261335,,,Q2422834,Q1189115,Q3108327,Q6991628,Q904661
Q106316,Q55424,Q7151660,235860116.0,Q83338,Q193160,Q484615,Q472282,Q1336571
Q1064123,Q1101927,,,Q182450,Q738521,Q712968,Q363271,Q225509
Q1064885,Q730100,Q4972958,,Q48337,Q228645,Q208681,Q313755,Q934484
Q1065682,Q4922895,Q11631947,,,,,,
Q1065013,Q3814796,,,Q26625,,,,
Q1062533,Q1310139,Q3758998,,Q169963,Q273136,Q189694,Q272561,Q285501
Q1065201,Q562063,Q643529,,Q183542,Q95048,Q316032,Q726142,Q236842
Q1064838,Q446318,Q6832300,,Q867813,Q102642,Q190386,Q363386,Q329807
Q1064530,Q912547,Q75079,129832389.0,Q2685,Q558324,Q366834,Q234144,Q435050
Q1065146,Q8050087,,,,,,,
Q1066098,Q2394603,Q259913,,Q295034,Q297173,Q316036,Q451501,Q449850
Q1061895,Q446427,Q446427,,,,,,
Q1065276,Q778865,Q1351291,,Q7659422,Q222071,Q310052,Q1102003,Q48304
Q1063617,Q3335603,Q3430819,,Q106514,Q233502,Q258255,Q3181897,Q4772274
Q1066199,Q908962,Q11536322,,Q269742,Q1093071,Q1144033,Q360986,Q1041015
Q1062358,Q2364234,Q3382828,,Q106508,Q236157,Q355835,Q15621827,Q2853845
Q1065711,Q546204,Q7151629,,Q436784,Q84232,Q1395104,Q3399241,Q3179026
Q1065829,Q85487,Q269895,,Q372947,Q313020,Q230320,Q460898,Q506778
Q1066767,Q99288,Q90621,,Q60876,Q84840,Q97343,Q70251,Q1581548
Q1064553,Q707773,Q15835857,,Q36105,Q76895,Q235989,Q507640,Q320218
Q1065431,Q1993804,,,Q242462,Q445538,Q2065508,Q405036,Q1646516
Q1066839,,,,,,,,
Q1066446,Q11614705,Q6071903,,,,,,
Q1065945,Q55258,Q516645,,Q255323,Q317761,Q722001,Q2424994,Q3639959
Q10632500,Q6524700,Q295233,,Q73362,Q267097,Q81131,,
Q106440,Q363653,Q287887,,Q4573,Q232840,Q76943,Q499508,Q323452
Q1066785,Q63069,Q2079169,,Q65116,Q97423,Q67881,Q97109,Q18752445
Q106571,Q314882,Q72652,,Q240564,Q323452,Q573128,Q232860,Q29092
Q1066211,Q7546,Q5653884,,Q1040407,Q746305,Q4954673,Q4962274,Q4982716
Q1066714,Q51581,Q51581,,Q83410,Q233854,Q364135,Q1370701,Q3399241
Q1066749,Q557546,,,Q360986,Q232499,Q1051455,Q1321889,Q873277
Q1066729,Q113853275,,,Q712074,Q3267764,,,
Q1066860,Q11322,Q5345537,,Q23957,Q42745,Q3341349,Q1681350,Q3082553
Q106428,Q103646,Q320025,355237933.0,Q2263,Q110374,Q3454165,Q180272,Q104791
Q10665235,,Q5966666,,Q5499451,Q4935965,Q16633038,Q2119597,Q5966666
Q1066864,Q1101927,Q6184427,,Q55796,Q710862,Q159778,Q551568,Q230184
Q1066770,Q260763,Q471141,,Q44801,Q104730,Q1902221,Q100251,Q750556
Q106506,Q484779,Q3368979,263900000.0,Q2680,Q83492,Q170576,Q219717,Q223091
Q1066954,Q543700,,,Q310217,Q1370307,Q118392,Q363691,Q381285
Q1068689,Q944198,,,Q53680,Q233368,Q447892,Q1613127,Q1143308
Q1068328,Q189081,Q189081,8000000.0,Q105719,Q2446692,Q726409,Q456757,Q3570220
Q1066948,Q285084,Q6883235,,,,,,
Q1067502,Q1559143,Q1559143,,Q181899,Q235622,Q3229638,Q113672,Q1209826
Q1067373,Q113581751,,,Q193160,Q648093,Q363271,Q348445,Q15699346
