,Ethnicity,Wikidata URI
/m/0j9q87n,Bete people,http://www.wikidata.org/entity/Q4897400
/m/0btzcc,Bharatha People,http://www.wikidata.org/entity/Q4901183
/m/0dsdvl_,Bharbhunja,http://www.wikidata.org/entity/Q4901260
/m/04q82kp,Khorchin Mongols,http://www.wikidata.org/entity/Q1115469
/m/0gcnch,Bena people,http://www.wikidata.org/entity/Q1115893
/m/01xm9d,Carians,http://www.wikidata.org/entity/Q1123411
/m/0sz1g,Huastec people,http://www.wikidata.org/entity/Q1130354
/m/0b6zgk,Krumen people,http://www.wikidata.org/entity/Q1132206
/m/025sbc6,Otomi,http://www.wikidata.org/entity/Q1132647
/m/0hrc6lb,Hemba people,http://www.wikidata.org/entity/Q3130001
/m/0wk4_c7,Iatmul people,http://www.wikidata.org/entity/Q3147375
/m/05mtdy,Indo-Canadians,http://www.wikidata.org/entity/Q3150506
/m/0crzdn,Karava,http://www.wikidata.org/entity/Q3193008
/m/05h3qql,Turks in Ukraine,http://www.wikidata.org/entity/Q3199927
/m/0bd_np,Hola,http://www.wikidata.org/entity/Q3244694
/m/010xdrdn,Lokono,http://www.wikidata.org/entity/Q3258734
/m/04z_s11,Longuda people,http://www.wikidata.org/entity/Q3259156
/m/0403q3y,Azerbaijani American,http://www.wikidata.org/entity/Q3259878
/m/0h978z1,Lulua peoples,http://www.wikidata.org/entity/Q3267264
/m/0d51hp,Bihari Muslims,http://www.wikidata.org/entity/Q3299218
/m/0479944,Palestinian Brazilian,http://www.wikidata.org/entity/Q3299415
/m/05pd8h1,Anatolians,http://www.wikidata.org/entity/Q290170
/m/05p72,Oromo people,http://www.wikidata.org/entity/Q318674
/m/05nnd8,Bamun people,http://www.wikidata.org/entity/Q322083
/m/0cc7c49,Armenians in Malta,http://www.wikidata.org/entity/Q4069700
/m/011807v1,Assyrians in Armenia,http://www.wikidata.org/entity/Q4071448
/m/0glqh37,Lebanese Argentine,http://www.wikidata.org/entity/Q4117143
/m/0cc6bsz,Hadhrami people,http://www.wikidata.org/entity/Q4120474
/m/04g1j8p,Hinukh people,http://www.wikidata.org/entity/Q4138671
/m/012zjt,Guanches,http://www.wikidata.org/entity/Q219995
/m/01t83n,Puyallup people,http://www.wikidata.org/entity/Q225469
/m/02hwt54,Zuruahã people,http://www.wikidata.org/entity/Q230469
/m/01j5gc,Georgian Jews,http://www.wikidata.org/entity/Q2075566
/m/04kdxw,Mpongwe people,http://www.wikidata.org/entity/Q2087633
/m/04f_zn8,Afro Bolivian,http://www.wikidata.org/entity/Q2826241
/m/09ln8s,Vokkaliga,http://www.wikidata.org/entity/Q2857872
/m/0bh79j1,Aowin,http://www.wikidata.org/entity/Q2858015
/m/0c42fn1,Artabri,http://www.wikidata.org/entity/Q2864772
/m/0264m9x,Bafia people,http://www.wikidata.org/entity/Q2878895
/m/0ch0qzv,Gbandi,http://www.wikidata.org/entity/Q2882312
/m/0bgjdn,Banu Abs,http://www.wikidata.org/entity/Q2883527
/m/0dlmspr,Toba Batak people,http://www.wikidata.org/entity/Q2891032
/m/0b7vt4,Bateq people,http://www.wikidata.org/entity/Q2891172
/m/02r7c4_,Tiwi people,http://www.wikidata.org/entity/Q2933374
/m/09gl9c5,Chak people,http://www.wikidata.org/entity/Q2947754
/m/024539,Wurundjeri,http://www.wikidata.org/entity/Q1492906
/m/05ss3p,Plains Apache,http://www.wikidata.org/entity/Q1523166
/m/047r776,Q'eqchi' people,http://www.wikidata.org/entity/Q1534429
/m/07gzr1,Pamlico,http://www.wikidata.org/entity/Q1536013
/m/0jztqbc,Otavalo people,http://www.wikidata.org/entity/Q1536240
/m/08rc0g,Solanki,http://www.wikidata.org/entity/Q1538451
/m/0cbp1r,Montaukett,http://www.wikidata.org/entity/Q1541517
/m/01p7tt,Illinois Confederation,http://www.wikidata.org/entity/Q1543791
/m/0161cl,Bashkir people,http://www.wikidata.org/entity/Q485348
/m/02xgnm,Goshute,http://www.wikidata.org/entity/Q487795
/m/0ch1dh7,Urhobo people,http://www.wikidata.org/entity/Q2993629
/m/026l_yt,Brancos,http://www.wikidata.org/entity/Q2995285
/m/0gcplz,Pamiri people,http://www.wikidata.org/entity/Q2995857
/m/09k4tlg,Cumanagoto people,http://www.wikidata.org/entity/Q3007508
/m/028533m,Cunusitani,http://www.wikidata.org/entity/Q3007566
/m/0t_c_vy,Comorians in France,http://www.wikidata.org/entity/Q3026367
/m/04xk94,Majeerteen,http://www.wikidata.org/entity/Q3049786
/m/031_sd,rajput,http://www.wikidata.org/entity/Q337487
/m/07qrs2,Acaxee,http://www.wikidata.org/entity/Q338230
/m/08g67b,Adnyamathanha,http://www.wikidata.org/entity/Q359882
/m/02czfr,Black Canadians,http://www.wikidata.org/entity/Q365539
/m/03n28v,Afridi,http://www.wikidata.org/entity/Q384643
/m/0vxgq38,Sorbian American,http://www.wikidata.org/entity/Q16151506
/m/0r8lznw,Asian French,http://www.wikidata.org/entity/Q16152170
/m/011778gk,Australians in Pakistan,http://www.wikidata.org/entity/Q16152354
/m/0t52vcb,Eritrean American,http://www.wikidata.org/entity/Q16152605
/m/0ynz7wp,Hispanic and Latino Americans in Texas,http://www.wikidata.org/entity/Q16152773
/m/0nb1ng5,Turkish Venezuelan,http://www.wikidata.org/entity/Q16202202
/m/0z6smg9,Paarkantji,http://www.wikidata.org/entity/Q16211292
/m/0108zhgr,Arabs in Italy,http://www.wikidata.org/entity/Q16211435
/m/0wj3nns,Kootenai Tribe of Idaho,http://www.wikidata.org/entity/Q16212289
/m/0_9b6f3,Lithuanian Australian,http://www.wikidata.org/entity/Q16444882
/m/0z6rpsc,Ghanaian Australian,http://www.wikidata.org/entity/Q16733596
/m/0g5qnk2,Iraqis in Turkey,http://www.wikidata.org/entity/Q16849926
/m/0h1g0hb,Britons in Egypt,http://www.wikidata.org/entity/Q16911412
/m/05l8mm,Juris,http://www.wikidata.org/entity/Q16911557
/m/0pc5vyx,Hadiya people,http://www.wikidata.org/entity/Q16930512
/m/0w1dy4s,Khuuchid,http://www.wikidata.org/entity/Q16947418
/m/0t_fwsz,Chechens in Austria,http://www.wikidata.org/entity/Q16948541
/m/02wx9bg,Eufaula people,http://www.wikidata.org/entity/Q16948561
/m/0s97qfh,Maltese in Egypt,http://www.wikidata.org/entity/Q16950364
/m/0w18ww4,Baatud,http://www.wikidata.org/entity/Q16956759
/m/0w2zwv7,Chechens in France,http://www.wikidata.org/entity/Q16961243
/m/010fc3xf,Baloch American,http://www.wikidata.org/entity/Q16971253
/m/03mb5rc,Indians in Portugal,http://www.wikidata.org/entity/Q16986064
/m/010pdd2k,Kandavara Brahmins,http://www.wikidata.org/entity/Q17004540
/m/07sbs32,Kewat,http://www.wikidata.org/entity/Q17007336
/m/01026w6d,Marwari Muslims,http://www.wikidata.org/entity/Q17009561
/m/0vpk71w,Miami Nation of Indiana,http://www.wikidata.org/entity/Q17009991
/m/01029k1t,Rajasthani Muslims,http://www.wikidata.org/entity/Q17014884
/m/0z6v8f7,Somalis in Pakistan,http://www.wikidata.org/entity/Q17020277
/m/06w4lv,Indo-Guyanese,http://www.wikidata.org/entity/Q17054305
/m/03hjf8p,Chozhia Vellalar,http://www.wikidata.org/entity/Q5105599
/m/0b6ds67,Coast Veddas,http://www.wikidata.org/entity/Q5138217
/m/03cqr2c,Colombians in the United Kingdom,http://www.wikidata.org/entity/Q5147990
/m/0ch5km5,Colusa Indian Community,http://www.wikidata.org/entity/Q5150246
/m/08bwfb,Confederated Tribes of the Grand Ronde Community of Oregon,http://www.wikidata.org/entity/Q5159769
/m/05zzz5f,Coso people,http://www.wikidata.org/entity/Q5174665
/m/0dzl3p,Cuyunon people,http://www.wikidata.org/entity/Q5197116
/m/027wyb8,Cypriot American,http://www.wikidata.org/entity/Q5200406
/m/05b_6n3,Czechs in Argentina,http://www.wikidata.org/entity/Q5201903
/m/0drywd5,Emirati American,http://www.wikidata.org/entity/Q5372587
/m/0ffk0b,Estonian Americans,http://www.wikidata.org/entity/Q5401529
/m/0czdpqf,Faqir,http://www.wikidata.org/entity/Q5434461
/m/0h7lmw8,Faroese Dane,http://www.wikidata.org/entity/Q5436088
/m/02q9fgn,Filipino immigration to Mexico,http://www.wikidata.org/entity/Q5448620
/m/0pdp4p0,Filipinos in Norway,http://www.wikidata.org/entity/Q5448648
/m/011bqcm5,Filipinos in Saudi Arabia,http://www.wikidata.org/entity/Q5448658
/m/0ds0463,Filipinos in Turkey,http://www.wikidata.org/entity/Q5448661
/m/011bqd3c,Filipinos in the United Arab Emirates,http://www.wikidata.org/entity/Q5448665
/m/0cn7p2,Fongoro people,http://www.wikidata.org/entity/Q5465034
/m/0k2m14m,Fort Independence Indian Community of Paiute Indians,http://www.wikidata.org/entity/Q5471383
/m/0j63_pr,French-Canadian Americans,http://www.wikidata.org/entity/Q5501705
/m/04dzwby,French Chilean,http://www.wikidata.org/entity/Q5501711
/m/06w81jh,Fula people of Sierra Leone,http://www.wikidata.org/entity/Q5507771
/m/0fnfy6,Gandhari people,http://www.wikidata.org/entity/Q5520662
/m/0gjdfwl,Garhwali people,http://www.wikidata.org/entity/Q5523254
/m/0ngtgkw,Garra people,http://www.wikidata.org/entity/Q5523780
/m/09bvfm,Waray people,http://www.wikidata.org/entity/Q3550146
/m/03wch49,Dentheletae,http://www.wikidata.org/entity/Q3557862
/m/09ccmz,Cebuano people,http://www.wikidata.org/entity/Q3567287
/m/02pzb09,Castilians,http://www.wikidata.org/entity/Q3573855
/m/07n8wy,Agrawal,http://www.wikidata.org/entity/Q3595742
/m/09gp1p,Asian Brazilians,http://www.wikidata.org/entity/Q3624751
/m/046cwm,Nair,http://www.wikidata.org/entity/Q1255534
/m/01q99x,Hohokam,http://www.wikidata.org/entity/Q1255768
/m/09snz9,Muhaxhir,http://www.wikidata.org/entity/Q1256094
/m/0268d21,Serbian Americans,http://www.wikidata.org/entity/Q1261777
/m/0311n7,Makua people,http://www.wikidata.org/entity/Q1261884
/m/08_jzt,Hatuqwai people,http://www.wikidata.org/entity/Q1588921
/m/05zgtq,Mangbetu people,http://www.wikidata.org/entity/Q1602764
/m/0gf34q,Bondei people,http://www.wikidata.org/entity/Q1613483
/m/07smnq,Isleño,http://www.wikidata.org/entity/Q1674276
/m/01txzf,Sauk-Suiattle,http://www.wikidata.org/entity/Q1718707
/m/0v3fqz8,Chechens in Turkey,http://www.wikidata.org/entity/Q1720842
/m/09kwkz,Nzema people,http://www.wikidata.org/entity/Q1722812
/m/04cryfr,Lao Krang,http://www.wikidata.org/entity/Q1727838
/m/07s97nr,Karajá,http://www.wikidata.org/entity/Q1728924
/m/09m6hr,Telugu people,http://www.wikidata.org/entity/Q418708
/m/09gh0jj,Hutu,http://www.wikidata.org/entity/Q438374
/m/01zs5k,Amhara people,http://www.wikidata.org/entity/Q464237
/m/0br_gld,Australians in the United Arab Emirates,http://www.wikidata.org/entity/Q4825259
/m/0j24797,Austrians of Croatia,http://www.wikidata.org/entity/Q4825531
/m/076zblj,Banjara,http://www.wikidata.org/entity/Q4855812
/m/04lhnps,Barbadian American,http://www.wikidata.org/entity/Q4858560
/m/011vmz1w,Basque Mexican,http://www.wikidata.org/entity/Q4867851
/m/0fbb7d,Beaver Creek Indians,http://www.wikidata.org/entity/Q4878029
/m/0j641qy,Belgian Canadians,http://www.wikidata.org/entity/Q4882454
/m/0fqp6zk,Bengali Hindus,http://www.wikidata.org/entity/Q4887679
/m/011b1j6z,Bhutto (clan),http://www.wikidata.org/entity/Q4902285
/m/04n38cv,Bijarani Buledi,http://www.wikidata.org/entity/Q4907182
/m/04lc52,Bilibil people,http://www.wikidata.org/entity/Q4907744
/m/026wq62,Boholano people,http://www.wikidata.org/entity/Q4938201
/m/0bnxfn,Bokota people,http://www.wikidata.org/entity/Q4938810
/m/02715x4,Bosniaks of Montenegro,http://www.wikidata.org/entity/Q4947387
/m/062_1t,Brazilians of Spanish descent,http://www.wikidata.org/entity/Q4958951
/m/080nn91,Britons in Pakistan,http://www.wikidata.org/entity/Q4971520
/m/07kd1kz,Bulgarians in France,http://www.wikidata.org/entity/Q4996324
/m/0809wr,Laotian Canadians,http://www.wikidata.org/entity/Q5030926
/m/03cfsml,Cape Verdean Canadian,http://www.wikidata.org/entity/Q5035128
/m/09v3ssg,Chakkala Nair,http://www.wikidata.org/entity/Q5068349
/m/047df6x,Chilean Brazilian,http://www.wikidata.org/entity/Q5098729
/m/07h1j7,Chilula people,http://www.wikidata.org/entity/Q5099254
/m/02rwzd1,Negev Bedouin,http://www.wikidata.org/entity/Q574548
/m/06g6mz,Rutuli,http://www.wikidata.org/entity/Q579014
/m/0bs2w17,Narungga,http://www.wikidata.org/entity/Q579597
/m/02p5gss,Yaghan people,http://www.wikidata.org/entity/Q580659
/m/0f561t,Hup people,http://www.wikidata.org/entity/Q587300
/m/04n3b2v,Maesulians,http://www.wikidata.org/entity/Q603588
/m/08fkcc,Madi people,http://www.wikidata.org/entity/Q1905026
/m/02l_wv,Miwok people,http://www.wikidata.org/entity/Q1940863
/m/0d4c4x,Oji-Cree,http://www.wikidata.org/entity/Q1955201
/m/047plcx,Sipakapense people,http://www.wikidata.org/entity/Q1959498
/m/059qtn,Losso people,http://www.wikidata.org/entity/Q1972445
/m/04srsy,Tewa people,http://www.wikidata.org/entity/Q1974818
/m/04czx7,Chinese Filipino,http://www.wikidata.org/entity/Q1974839
/m/0ds9z1w,Nepalis in Austria,http://www.wikidata.org/entity/Q1977698
/m/0w1d6_j,Neusiok people,http://www.wikidata.org/entity/Q1981627
/m/04s38j,Nisga’a people,http://www.wikidata.org/entity/Q1993509
/m/043bjv,Hemshin peoples,http://www.wikidata.org/entity/Q1133458
/m/03y2ff,Ovambo people,http://www.wikidata.org/entity/Q1137067
/m/072q79,Anuak people,http://www.wikidata.org/entity/Q612213
/m/0gttq4r,Arara people,http://www.wikidata.org/entity/Q626203
/m/0c008t3,Nefzaoua,http://www.wikidata.org/entity/Q637454
/m/0274wt4,Swiss Americans,http://www.wikidata.org/entity/Q637979
/m/01m4t5,Severians,http://www.wikidata.org/entity/Q640444
/m/02dbz_,Muslims (ethnic group),http://www.wikidata.org/entity/Q1137457
/m/09kr66,Russian Americans,http://www.wikidata.org/entity/Q1140588
/m/06dc7m,Selkup people,http://www.wikidata.org/entity/Q1142126
/m/03y6p0,Tamang people,http://www.wikidata.org/entity/Q1144444
/m/01syhf,Cham Albanians,http://www.wikidata.org/entity/Q7641172
/m/0pb6ffz,Syro-Lebanese in Egypt,http://www.wikidata.org/entity/Q7663489
/m/0d1krv,Tagbu people,http://www.wikidata.org/entity/Q7675189
/m/03cszm8,Tai Daeng people,http://www.wikidata.org/entity/Q7675748
/m/0dttq3,Tarar,http://www.wikidata.org/entity/Q7685510
/m/047tsh,Tareen,http://www.wikidata.org/entity/Q7685740
/m/096y6f,Tibetan Americans,http://www.wikidata.org/entity/Q7800405
/m/09gl7s6,Timoto–Cuica,http://www.wikidata.org/entity/Q7807634
/m/0q3_k41,Tongan Australian,http://www.wikidata.org/entity/Q7821010
/m/047d4pm,Trinidadian and Tobagonian British,http://www.wikidata.org/entity/Q7842498
/m/0bfygh,Tshi,http://www.wikidata.org/entity/Q7849614
/m/0d26v2,Tukam people,http://www.wikidata.org/entity/Q7851814
/m/0jzzvsv,Tuolumne Band of Me-Wuk Indians,http://www.wikidata.org/entity/Q7853422
/m/080fxmn,Turks in Kuwait,http://www.wikidata.org/entity/Q7855514
/m/09gn4pn,Turks in Qatar,http://www.wikidata.org/entity/Q7855525
/m/0gtth9f,Turks in Yemen,http://www.wikidata.org/entity/Q7855533
/m/0gxzjrm,Mokshas,http://www.wikidata.org/entity/Q1943269
/m/05081k,Chuvans,http://www.wikidata.org/entity/Q1945649
/m/096ffg,Nicola people,http://www.wikidata.org/entity/Q1955214
/m/0bf1r_,Russians in Kazakhstan,http://www.wikidata.org/entity/Q1976251
/m/03c9b33,Nespelem tribe,http://www.wikidata.org/entity/Q1978241
/m/03cjx5k,Khotogoid,http://www.wikidata.org/entity/Q1987276
/m/0cmc974,Kakavand,http://www.wikidata.org/entity/Q6349308
/m/03cssly,Kaleun people,http://www.wikidata.org/entity/Q6352193
/m/065yp1b,Karwari Catholics,http://www.wikidata.org/entity/Q6373793
/m/09rsx2z,Ukelle people,http://www.wikidata.org/entity/Q6385553
/m/03cb4_j,Kenyan migration to the United Kingdom,http://www.wikidata.org/entity/Q6392902
/m/0cv22l,Kerarish people,http://www.wikidata.org/entity/Q6393566
/m/0g551w4,Kirar Thakur,http://www.wikidata.org/entity/Q6414845
/m/047cvhr,Kirat Yakthung Chumlung,http://www.wikidata.org/entity/Q6414861
/m/0gy1x2r,Kola people,http://www.wikidata.org/entity/Q6426968
/m/0h647jt,Koreans in Cuba,http://www.wikidata.org/entity/Q6431819
/m/0ds8fwx,Koreans in Sri Lanka,http://www.wikidata.org/entity/Q6432077
/m/0j7jf64,Koreans in Thailand,http://www.wikidata.org/entity/Q6432078
/m/06t508,Kota Brahmins,http://www.wikidata.org/entity/Q6433787
/m/065yxfb,Kudaldeshkar Gaud Brahman,http://www.wikidata.org/entity/Q6441634
/m/09036b,Kuki people,http://www.wikidata.org/entity/Q6442484
/m/0cm8fkb,Kulhaiya,http://www.wikidata.org/entity/Q6442947
/m/047bckj,Kurds in the United Kingdom,http://www.wikidata.org/entity/Q6445824
/m/04d_07x,Lai people,http://www.wikidata.org/entity/Q6473719
/m/07058k,Lango people,http://www.wikidata.org/entity/Q6486389
/m/0hzn8dl,Latvian Canadians,http://www.wikidata.org/entity/Q6497331
/m/0glqtjr,Lebanese Colombian,http://www.wikidata.org/entity/Q6510870
/m/09v6t6z,Lebanese people in Senegal,http://www.wikidata.org/entity/Q6511005
/m/0n47rcl,Libyan Americans,http://www.wikidata.org/entity/Q6542849
/m/06zldg3,Lulubo people,http://www.wikidata.org/entity/Q6702954
/m/030xgn,Mabuiag,http://www.wikidata.org/entity/Q6721658
/m/09cz47,Macedonian Canadians,http://www.wikidata.org/entity/Q6723114
/m/0glp4dc,Macedonians in Bosnia and Herzegovina,http://www.wikidata.org/entity/Q6723192
/m/04nshb,Malay Singaporeans,http://www.wikidata.org/entity/Q6741676
/m/02rpntk,Maltese Australian,http://www.wikidata.org/entity/Q6744780
/m/06_w1qh,Mandingo people of Sierra Leone,http://www.wikidata.org/entity/Q6748086
/m/09chkt,Maguindanao people,http://www.wikidata.org/entity/Q6748253
/m/094nqr,Asmat people,http://www.wikidata.org/entity/Q643103
/m/09r951,Mentawai people,http://www.wikidata.org/entity/Q644427
/m/01jjky,Izhorians,http://www.wikidata.org/entity/Q653956
/m/02vp4h9,Banu Ifran,http://www.wikidata.org/entity/Q672740
/m/026bvw0,Croats of Vojvodina,http://www.wikidata.org/entity/Q1261939
/m/096_29,Lucanians,http://www.wikidata.org/entity/Q1264391
/m/07s50z1,Catali,http://www.wikidata.org/entity/Q4217140
/m/070bh4,Kumam people,http://www.wikidata.org/entity/Q4246850
/m/03mcxcs,Indians in New Caledonia,http://www.wikidata.org/entity/Q4279475
/m/0b5smw,Eel River Athapaskan peoples,http://www.wikidata.org/entity/Q4300644
/m/05s5b4,Kurukh people,http://www.wikidata.org/entity/Q4335685
/m/0tkj6fc,Russians in Tajikistan,http://www.wikidata.org/entity/Q4400601
/m/011bm6hd,North Koreans in Russia,http://www.wikidata.org/entity/Q4412215
/m/0gkx_p1,Timuri,http://www.wikidata.org/entity/Q4453771
/m/02vqbrf,Ukrainian diaspora in the United Kingdom,http://www.wikidata.org/entity/Q4470682
/m/035kgs,Haiǁom,http://www.wikidata.org/entity/Q4494782
/m/05c4144,Chhantyal,http://www.wikidata.org/entity/Q4507095
/m/0by0rmt,Afghans in Iran,http://www.wikidata.org/entity/Q4689221
/m/0ds57_d,Afghans in Turkey,http://www.wikidata.org/entity/Q4689223
/m/064k9dq,Afghans in the Netherlands,http://www.wikidata.org/entity/Q4689224
/m/0gfdb89,African immigration to Norway,http://www.wikidata.org/entity/Q4690014
/m/02v_2px,Afro-Portuguese,http://www.wikidata.org/entity/Q4690193
/m/06vb7p,Lebanese Canadians,http://www.wikidata.org/entity/Q3237695
/m/06_v3fd,Malbars,http://www.wikidata.org/entity/Q3281621
/m/046554p,Greek Brazilian,http://www.wikidata.org/entity/Q3299468
/m/0h_brxs,Mbeere people,http://www.wikidata.org/entity/Q3303511
/m/0g8733,Mocama,http://www.wikidata.org/entity/Q3317723
/m/05b0w80,Niominka people,http://www.wikidata.org/entity/Q3342077
/m/04lcr09,Mbama people,http://www.wikidata.org/entity/Q3347913
/m/0dv5vw,Pacific Islander Americans,http://www.wikidata.org/entity/Q3349057
/m/047njpb,Tanchangya people,http://www.wikidata.org/entity/Q3349806
/m/03cljy3,Dhimal,http://www.wikidata.org/entity/Q3350553
/m/02vr2qx,Oswegatchie people,http://www.wikidata.org/entity/Q3357531
/m/016jh,Lhop people,http://www.wikidata.org/entity/Q3395165
/m/0117q6mz,Czechs of Croatia,http://www.wikidata.org/entity/Q3441791
/m/07s40wb,Eyeish,http://www.wikidata.org/entity/Q3445971
/m/028539g,Siculensi,http://www.wikidata.org/entity/Q3483067
/m/08g3rk,Siwanoy,http://www.wikidata.org/entity/Q3485550
/m/047f8_v,Poqomam people,http://www.wikidata.org/entity/Q3436900
/m/028536c,Rucensi,http://www.wikidata.org/entity/Q3446614
/m/03cf1m7,Pearic peoples,http://www.wikidata.org/entity/Q3470934
/m/0hgpc2n,Sena people,http://www.wikidata.org/entity/Q3478487
/m/0h7qdrp,Slovenes of Croatia,http://www.wikidata.org/entity/Q3503182
/m/039v_l,Hmar,http://www.wikidata.org/entity/Q3507860
/m/03c5dlj,Nottoway people,http://www.wikidata.org/entity/Q3512034
/m/04q83nj,Croats in Argentina,http://www.wikidata.org/entity/Q3514225
/m/09pqvn,Arabized Berber,http://www.wikidata.org/entity/Q3514516
/m/028534_,Tibulati,http://www.wikidata.org/entity/Q3528128
/m/0d9q7j,Gaud Saraswat Brahmin,http://www.wikidata.org/entity/Q3531196
/m/081y6_,Burmese Indians,http://www.wikidata.org/entity/Q3535147
/m/03wj3v9,British Tamil,http://www.wikidata.org/entity/Q3535912
/m/0czjs3,Mukkulathor,http://www.wikidata.org/entity/Q3536688
/m/011q027_,Togutil people,http://www.wikidata.org/entity/Q3541911
/m/02x0szm,Moneton people,http://www.wikidata.org/entity/Q6899035
/m/0gjdr2y,Mongolians in India,http://www.wikidata.org/entity/Q6899737
/m/0b__1lt,Morongo Reservation,http://www.wikidata.org/entity/Q6913250
